,coefficient,std_error,t_stat,p_value
const,7.674046606980893,2.112713404488365,3.632317848070507,0.000280886841636073
EA_MEAN,0.2747200469367513,1.2403816350511059,0.2214802599245452,0.824718505261681
BRENT_YOY,0.058981702696821944,0.02782215337095394,2.11995462430303,0.0340098721123083
FX_DEPR,-0.03692712587714482,0.19908094025002582,-0.18548800217021294,0.8528462898652834
