transformation,robust_lag_aic_UA,robust_lag_bic_UA,robust_lag_hqic_UA,robust_lag_aic_EA,robust_lag_bic_EA,robust_lag_hqic_EA,robust_lag_selected_UA,robust_lag_selected_EA,robust_max_root_modulus_UA,robust_n_roots_outside_unit_UA,robust_var_stable_UA,robust_max_root_modulus_EA,robust_n_roots_outside_unit_EA,robust_var_stable_EA,robust_n_obs_UA_VAR,robust_n_obs_EA_VAR,robust_blanchard_quah_check_UA,robust_blanchard_quah_check_EA,robust_adf_stat_UA_dpi,robust_adf_pval_UA_dpi,robust_kpss_stat_UA_dpi,robust_kpss_pval_UA_dpi,robust_adf_stat_EA_dpi,robust_adf_pval_EA_dpi,robust_kpss_stat_EA_dpi,robust_kpss_pval_EA_dpi
first-difference of YoY inflation,12,1,1,12,1,12,1,1,1.5739162333995114,2,False,3.1698456854742876,2,False,228,297,2.1067128811136808e-16,-1.8651539808399606e-16,-4.627451035623955,0.0001149288331489038,0.03387652514964846,0.1,-6.565837667150694,8.163588053192e-09,0.03895145497148795,0.1
