lag_aic_UA,lag_bic_UA,lag_hqic_UA,lag_aic_EA,lag_bic_EA,lag_hqic_EA,lag_selected_UA,lag_selected_EA,max_root_modulus_UA,n_roots_outside_unit_UA,var_stable_UA,max_root_modulus_EA,n_roots_outside_unit_EA,var_stable_EA,n_obs_UA_VAR,n_obs_EA_VAR,blanchard_quah_check_UA,blanchard_quah_check_EA,adf_stat_UA_IP_YOY,adf_pval_UA_IP_YOY,kpss_stat_UA_IP_YOY,kpss_pval_UA_IP_YOY,stationarity_verdict_UA_IP_YOY,adf_stat_UA,adf_pval_UA,kpss_stat_UA,kpss_pval_UA,stationarity_verdict_UA,adf_stat_EA_IP_YOY,adf_pval_EA_IP_YOY,kpss_stat_EA_IP_YOY,kpss_pval_EA_IP_YOY,stationarity_verdict_EA_IP_YOY,adf_stat_EA_MEAN,adf_pval_EA_MEAN,kpss_stat_EA_MEAN,kpss_pval_EA_MEAN,stationarity_verdict_EA_MEAN
2,2,2,11,2,5,2,2,201.86654484233313,4,False,7.9053398753425,4,False,228,297,5.371083121617018e-17,-4.117441976176378e-16,-3.624589510794161,0.0053079606908619514,0.052358533186298475,0.1,stationary,-2.630093010306497,0.08693577392534396,0.09281558647416768,0.1,"MIXED (ADF fails, KPSS does not reject)",-3.8023208641415427,0.0028836585769014887,0.033663368581155255,0.1,stationary,-2.5488663820296384,0.10403263837272131,0.2334816215350745,0.1,"MIXED (ADF fails, KPSS does not reject)"
