date,UA_actual,EA_mean,FX_depreciation,Policy_spread,Policy_shock,CF_reduced_form_projection,CF_svar,CF_svar_ci_lo,CF_svar_ci_hi,CF_svar_stationary_robustness,CF_augmented_synthetic_control,SVAR_removed_demand,SVAR_robust_removed_demand,fx_channel_weight,policy_channel_weight,credibility_gain_weight,euro_treatment_weight
2015-08-01,52.8234,0.3182,0.8247,26.95,-3.0,19.0475,15.0635,14.3298,26.7144,5.5844,-0.192,37.7599,47.239,0.7,0.8,0.45,0.68
2015-09-01,51.9323,0.1,1.0323,21.95,-5.0,18.9984,14.4044,13.26,25.8243,10.7254,-0.6269,37.5279,41.2069,0.7,0.8,0.45,0.68
2015-10-01,46.4426,0.3,3.7218,21.95,0.0,17.767,14.1715,13.6524,24.4859,14.6688,-0.3682,32.271,31.7738,0.7,0.8,0.45,0.68
2015-11-01,46.5863,0.2273,0.9379,21.95,0.0,17.8232,13.7469,13.0446,23.313,10.0756,-0.1857,32.8393,36.5107,0.7,0.8,0.45,0.68
2015-12-01,43.313,0.3909,3.7025,21.95,0.0,17.167,13.5111,13.0237,23.4928,9.5369,0.1731,29.8019,33.7761,0.7,0.8,0.45,0.68
2016-01-01,40.2549,0.4273,4.4739,21.95,0.0,16.4073,13.2044,12.9193,21.3539,10.8406,-0.5475,27.0506,29.4143,0.7,0.8,0.45,0.68
2016-02-01,32.6628,0.0909,8.2324,21.95,0.0,13.3183,12.2904,11.8911,19.8247,7.7026,-0.9094,20.3724,24.9602,0.7,0.8,0.45,0.68
2016-03-01,20.929,0.0727,-0.2917,22.0,0.05,10.4044,11.6959,11.2493,16.7204,6.3851,-0.9713,9.2331,14.5439,0.7,0.8,0.45,0.68
2016-04-01,9.7908,0.0091,-3.7141,19.0,-3.0,6.9145,11.4082,10.3213,13.883,9.2109,-1.092,-1.6173,0.58,0.7,0.8,0.45,0.68
2016-05-01,7.5349,0.0818,-2.0285,18.0,-1.0,6.3798,11.2896,8.8803,13.1421,13.0707,-1.2538,-3.7547,-5.5359,0.7,0.8,0.45,0.68
2016-06-01,6.8922,0.2545,-1.6867,16.5,-1.5,6.4995,11.5612,10.1893,13.6564,15.9165,-0.6206,-4.669,-9.0242,0.7,0.8,0.45,0.68
2016-07-01,7.864,0.3,-0.2264,15.5,-1.0,6.8695,11.6809,10.053,13.7861,16.0814,0.0175,-3.8169,-8.2174,0.7,0.8,0.45,0.68
2016-08-01,8.4076,0.3909,4.0868,15.5,0.0,7.9235,11.7065,10.0607,13.4308,11.9009,-0.0175,-3.2988,-3.4932,0.7,0.8,0.45,0.68
2016-09-01,7.8778,0.4364,1.4805,15.0,-0.5,7.7309,11.5743,9.1086,13.1641,10.0685,0.3762,-3.6965,-2.1907,0.7,0.8,0.45,0.68
2016-10-01,12.359,0.6455,-4.319,14.0,-1.0,9.3833,11.5693,8.8821,12.9405,4.8798,0.8937,0.7897,7.4793,0.7,0.8,0.45,0.68
2016-11-01,12.1387,0.5818,-2.8144,14.0,0.0,9.2535,11.3148,9.3998,13.0566,8.5187,0.9112,0.8239,3.6201,0.7,0.8,0.45,0.68
2016-12-01,12.3614,0.9909,4.8615,14.0,0.0,10.7162,11.3491,8.5607,12.836,9.0571,1.6462,1.0123,3.3043,0.7,0.8,0.45,0.68
2017-01-01,12.5842,1.6273,1.4146,14.0,0.0,11.8569,11.5319,8.8902,13.2013,8.2343,2.3636,1.0523,4.3498,0.7,0.8,0.45,0.68
2017-02-01,14.1667,1.8364,-0.6467,14.0,0.0,12.2347,11.6095,8.4796,12.7022,7.4668,2.643,2.5572,6.6999,0.7,0.8,0.45,0.68
2017-03-01,15.071,1.4727,1.1196,14.0,0.0,11.5202,11.359,9.2619,13.1747,6.9023,2.7018,3.712,8.1687,0.7,0.8,0.45,0.68
2017-04-01,12.1803,1.8273,-0.2543,13.0,-1.0,10.3777,11.7831,9.8022,13.4944,5.3163,2.743,0.3972,6.864,0.7,0.8,0.45,0.68
2017-05-01,13.5251,1.3273,1.8971,12.5,-0.5,10.0907,11.4787,9.3093,12.9848,3.295,2.2462,2.0464,10.2301,0.7,0.8,0.45,0.68
2017-06-01,15.5727,1.0909,1.1576,12.5,0.0,10.2461,11.0331,9.2053,12.5713,2.5453,2.6049,4.5396,13.0274,0.7,0.8,0.45,0.68
2017-07-01,15.9197,1.1818,2.0259,12.5,0.0,10.8364,10.967,8.6419,12.0257,2.3017,2.2493,4.9527,13.6181,0.7,0.8,0.45,0.68
2017-08-01,16.1523,1.3636,0.2766,12.5,0.0,11.1244,11.0531,8.8619,12.5593,6.5286,2.6636,5.0992,9.6237,0.7,0.8,0.45,0.68
2017-09-01,16.3805,1.4182,2.4499,12.5,0.0,11.4757,10.912,8.9554,12.5658,3.9517,2.6493,5.4685,12.4288,0.7,0.8,0.45,0.68
2017-10-01,14.5691,1.3091,-0.2637,13.5,1.0,10.7246,10.7178,8.6564,12.1704,3.1138,2.5556,3.8513,11.4552,0.7,0.8,0.45,0.68
2017-11-01,13.5562,1.4636,2.5201,13.5,0.0,11.1848,10.8466,8.5465,11.8466,3.0934,2.6794,2.7096,10.4628,0.7,0.8,0.45,0.68
2017-12-01,13.6687,1.2818,4.7256,14.5,1.0,10.5883,10.6788,8.3356,11.5426,2.5834,2.2825,2.9899,11.0854,0.7,0.8,0.45,0.68
2018-01-01,14.1185,1.1364,3.7913,16.0,1.5,10.8936,10.364,8.1568,11.1462,1.5289,2.2888,3.7545,12.5896,0.7,0.8,0.45,0.68
2018-02-01,14.0055,1.0273,-4.8311,16.0,0.0,10.5911,10.0768,7.2359,11.1867,1.9998,2.2126,3.9287,12.0057,0.7,0.8,0.45,0.68
2018-03-01,13.2216,1.1364,-1.3507,17.0,1.0,10.6506,10.0853,6.8768,11.0202,0.4965,2.6507,3.1363,12.725,0.7,0.8,0.45,0.68
2018-04-01,13.1093,0.9909,-2.4375,17.0,0.0,10.8859,9.8156,7.2909,10.9242,-0.1224,2.5538,3.2937,13.2317,0.7,0.8,0.45,0.68
2018-05-01,11.6578,1.6455,-4.8649,17.0,0.0,10.9606,10.3375,7.4025,11.5963,1.6018,2.8538,1.3203,10.0559,0.7,0.8,0.45,0.68
2018-06-01,9.8994,1.7818,0.5472,17.0,0.0,10.6157,10.3576,7.2506,11.1006,0.7847,3.1126,-0.4582,9.1147,0.7,0.8,0.45,0.68
2018-07-01,8.9123,1.9364,2.2411,17.5,0.5,10.1421,10.3717,7.0987,11.2664,0.9542,3.0301,-1.4594,7.9581,0.7,0.8,0.45,0.68
2018-08-01,9.0213,1.8,5.609,17.5,0.0,9.7988,10.3005,6.7979,11.8621,0.6788,3.192,-1.2792,8.3425,0.7,0.8,0.45,0.68
2018-09-01,8.9144,1.8636,0.1948,18.0,0.5,9.7827,10.4997,7.1709,11.6904,-0.2522,3.5888,-1.5853,9.1666,0.7,0.8,0.45,0.68
2018-10-01,9.4525,2.0,-3.3773,18.0,0.0,9.9922,10.7301,7.7708,12.1009,0.1583,3.4063,-1.2776,9.2943,0.7,0.8,0.45,0.68
2018-11-01,9.9949,1.7182,0.9328,18.0,0.0,8.8657,10.4615,7.2493,11.6908,1.7394,2.9619,-0.4666,8.2555,0.7,0.8,0.45,0.68
2018-12-01,9.7771,1.3636,-1.9194,18.0,0.0,8.1393,10.3181,7.4495,11.2508,1.5334,2.6031,-0.541,8.2437,0.7,0.8,0.45,0.68
2019-01-01,9.2363,1.2364,0.0241,18.0,0.0,7.8002,10.4811,7.7601,11.3273,2.0272,2.9619,-1.2448,7.2092,0.7,0.8,0.45,0.68
2019-02-01,8.8033,1.3818,-3.1636,18.0,0.0,8.2093,10.7744,7.6028,11.678,1.1961,3.0475,-1.9711,7.6072,0.7,0.8,0.45,0.68
2019-03-01,8.588,1.4455,-0.5426,18.0,0.0,8.2439,10.8918,8.2229,11.5786,3.1779,3.0094,-2.3038,5.4102,0.7,0.8,0.45,0.68
2019-04-01,8.8035,1.6545,-3.1875,17.5,-0.5,8.2957,11.008,8.1821,11.484,7.5228,3.5269,-2.2045,1.2806,0.7,0.8,0.45,0.68
2019-05-01,9.5651,1.1909,1.0457,17.5,0.0,8.1955,10.3979,6.9633,10.7329,11.9794,3.6857,-0.8328,-2.4143,0.7,0.8,0.45,0.68
2019-06-01,9.0173,1.1818,-0.636,17.5,0.0,7.7343,10.3188,7.0468,10.8299,17.6549,3.265,-1.3016,-8.6376,0.7,0.8,0.45,0.68
2019-07-01,9.1271,0.8818,-6.0661,17.0,-0.5,7.7026,10.0563,6.9717,10.6082,12.7424,3.2269,-0.9292,-3.6153,0.7,0.8,0.45,0.68
2019-08-01,8.7997,0.9545,-0.1545,17.0,0.0,7.3874,10.0605,7.1615,10.6521,11.213,3.3063,-1.2608,-2.4133,0.7,0.8,0.45,0.68
2019-09-01,7.5184,0.7636,-5.9077,16.5,-0.5,6.8537,9.9115,6.6333,10.7152,12.3103,2.5475,-2.393,-4.7918,0.7,0.8,0.45,0.68
2019-10-01,6.4612,0.6636,5.2711,15.5,-1.0,6.1855,9.9483,5.9356,10.5194,18.5266,2.4063,-3.4871,-12.0653,0.7,0.8,0.45,0.68
2019-11-01,5.0963,0.8727,-4.8293,15.5,0.0,6.9159,10.4122,6.7223,10.955,19.0633,2.3713,-5.3158,-13.967,0.7,0.8,0.45,0.68
2019-12-01,4.0537,1.2364,-0.1103,13.5,-2.0,7.3824,11.0754,7.3371,12.1885,20.6234,2.492,-7.0216,-16.5697,0.7,0.8,0.45,0.68
2020-01-01,3.2295,1.3,3.9083,11.0,-2.5,6.7709,11.6137,8.5328,12.5654,25.4737,2.5507,-8.3842,-22.2442,0.7,0.8,0.45,0.68
2020-02-01,2.4078,1.0727,-2.0043,11.0,0.0,5.6315,11.6635,8.2023,12.7507,28.9006,2.4238,-9.2557,-26.4928,0.7,0.8,0.45,0.68
2020-03-01,2.3063,0.6455,13.9514,10.0,-1.0,3.1665,11.1118,7.348,11.7127,37.7825,1.6682,-8.8055,-35.4762,0.7,0.8,0.45,0.68
2020-04-01,2.1037,0.1364,-5.7131,8.0,-2.0,0.4833,10.6447,7.1986,10.9103,58.6238,0.3951,-8.541,-56.5201,0.7,0.8,0.45,0.68
2020-05-01,1.6982,-0.0909,1.2945,8.0,0.0,2.1878,11.6002,8.7475,12.8273,79.7002,-0.343,-9.9021,-78.0021,0.7,0.8,0.45,0.68
2020-06-01,2.4136,0.1,1.0965,6.0,-2.0,4.1372,12.4707,9.8201,13.9063,46.3581,-0.4192,-10.0571,-43.9445,0.7,0.8,0.45,0.68
2020-07-01,2.4136,0.3636,8.3156,6.0,0.0,4.4912,12.957,10.0709,13.6807,48.111,0.5951,-10.5434,-45.6974,0.7,0.8,0.45,0.68
2020-08-01,2.5163,-0.3182,0.5711,6.0,0.0,4.8513,12.3838,8.0652,13.0995,43.4516,0.1189,-9.8675,-40.9352,0.7,0.8,0.45,0.68
2020-09-01,2.3127,-0.3,1.207,6.0,0.0,4.1817,12.4269,9.4107,13.399,41.7208,0.1157,-10.1141,-39.4081,0.7,0.8,0.45,0.68
2020-10-01,2.6175,-0.2818,0.5043,6.0,0.0,4.4153,12.4878,9.9232,13.557,43.914,-0.1843,-9.8703,-41.2964,0.7,0.8,0.45,0.68
2020-11-01,3.8477,-0.2636,1.9662,6.0,0.0,4.8263,12.4506,10.1022,13.708,29.8702,-0.2049,-8.6028,-26.0225,0.7,0.8,0.45,0.68
2020-12-01,4.9923,-0.2545,2.2709,6.0,0.0,5.581,12.0821,9.1587,13.4917,39.2842,-0.0255,-7.0898,-34.2918,0.7,0.8,0.45,0.68
2021-01-01,6.1449,0.5,-1.848,6.0,0.0,6.6761,12.3382,9.1984,13.4262,31.1554,0.0157,-6.1933,-25.0105,0.7,0.8,0.45,0.68
2021-02-01,7.529,0.5273,0.1243,6.0,0.0,8.1768,12.2349,10.0655,13.7253,28.9884,0.357,-4.706,-21.4594,0.7,0.8,0.45,0.68
2021-03-01,8.4891,0.9364,-4.2555,6.5,0.5,10.9758,12.8276,10.9494,15.1592,15.4551,0.7538,-4.3386,-6.9661,0.7,0.8,0.45,0.68
2021-04-01,8.3814,1.3182,2.7709,7.5,1.0,13.2011,13.0871,10.8218,15.2529,-5.1381,1.9063,-4.7057,13.5195,0.7,0.8,0.45,0.68
2021-05-01,9.462,1.7091,-0.7552,7.5,0.0,11.9628,12.138,8.9078,13.2444,-15.2749,2.7238,-2.676,24.7369,0.7,0.8,0.45,0.68
2021-06-01,9.462,1.6727,-3.3122,7.5,0.0,10.9538,11.3648,8.8432,12.8779,-3.1575,2.865,-1.9028,12.6195,0.7,0.8,0.45,0.68
2021-07-01,10.2329,1.8091,-1.1768,8.0,0.5,11.0483,11.0999,8.8785,13.1691,-1.8357,3.0063,-0.8671,12.0685,0.7,0.8,0.45,0.68
2021-08-01,10.2329,2.6818,-0.7155,8.0,0.0,10.8321,11.5924,9.7744,14.3393,3.0429,3.6825,-1.3595,7.1899,0.7,0.8,0.45,0.68
2021-09-01,11.0007,2.9909,-2.2826,8.5,0.5,11.7009,11.7271,10.1934,14.1389,3.7567,4.8031,-0.7265,7.244,0.7,0.8,0.45,0.68
2021-10-01,10.8907,3.8,-1.5543,8.5,0.0,12.3479,12.3179,11.0969,14.4471,1.924,6.1031,-1.4271,8.9667,0.7,0.8,0.45,0.68
2021-11-01,10.3434,4.6727,0.4739,8.5,0.0,11.9722,12.9826,11.4288,15.1152,15.4899,7.2556,-2.6392,-5.1465,0.7,0.8,0.45,0.68
2021-12-01,10.0153,4.8,0.8917,9.0,0.5,10.9021,13.2748,11.8388,15.2238,8.1177,7.6525,-3.2595,1.8976,0.7,0.8,0.45,0.68
2022-01-01,10.0153,5.3,3.5164,10.0,1.0,11.2462,13.6803,11.9689,16.1857,9.167,7.4381,-3.6649,0.8483,0.7,0.8,0.45,0.68
2022-02-01,10.6689,6.0545,3.5016,10.0,0.0,10.8946,14.6276,12.4503,16.4284,10.3803,8.6143,-3.9587,0.2886,0.15,0.1,0.35,0.175
2022-03-01,13.7158,7.5545,-1.7796,10.0,0.0,13.6241,17.403,14.5232,18.9357,17.8098,11.108,-3.6872,-4.094,0.15,0.1,0.35,0.175
2022-04-01,16.426,7.7273,-6.0035,10.0,0.0,15.7598,20.1745,18.855,25.647,21.2821,12.8112,-3.7485,-4.8561,0.15,0.1,0.35,0.175
2022-05-01,18.0351,8.3727,2.625,10.0,0.0,17.1436,23.0519,22.0017,28.9979,13.2335,15.8923,-5.0168,4.8016,0.15,0.1,0.35,0.175
2022-06-01,21.4513,9.1455,-2.3299,25.0,15.0,20.0137,25.7018,24.1496,31.331,26.6023,17.921,-4.2506,-5.151,0.15,0.1,0.35,0.175
2022-07-01,22.1792,9.4636,18.4036,24.5,-0.5,20.5068,27.7079,26.2824,33.7721,33.015,19.5878,-5.5287,-10.8358,0.15,0.1,0.35,0.175
2022-08-01,23.7708,9.6273,-0.9235,24.5,0.0,21.7785,29.5929,28.0477,35.6824,31.3567,19.7291,-5.8221,-7.586,0.15,0.1,0.35,0.175
2022-09-01,24.6269,10.4182,-3.0336,23.75,-0.75,22.3535,31.6904,30.4239,38.3853,34.3543,20.2259,-7.0635,-9.7274,0.15,0.1,0.35,0.175
2022-10-01,26.6031,10.7273,2.3577,23.75,0.0,23.9207,33.1787,32.2824,39.8038,36.6859,20.0084,-6.5756,-10.0828,0.15,0.1,0.35,0.175
2022-11-01,26.4775,9.8,4.1029,23.0,-0.75,23.7823,33.498,32.6501,41.8171,32.8215,20.2353,-7.0205,-6.344,0.15,0.1,0.35,0.175
2022-12-01,26.6032,9.1091,2.6446,22.5,-0.5,23.8185,33.7999,33.3932,41.5642,34.6216,19.3385,-7.1966,-8.0184,0.15,0.1,0.35,0.175
2023-01-01,25.9784,8.3182,2.3475,22.5,0.0,23.1261,34.0749,33.8972,42.584,37.9059,19.7497,-8.0966,-11.9276,0.15,0.1,0.35,0.175
2023-02-01,24.8624,8.0818,-3.2242,22.0,-0.5,22.0755,34.2654,33.8465,43.0245,40.5813,18.7179,-9.403,-15.7189,0.15,0.1,0.35,0.175
2023-03-01,21.2778,6.4909,2.9857,21.5,-0.5,18.7943,31.2522,32.3713,41.2242,34.474,16.1685,-9.9744,-13.1961,0.15,0.1,0.35,0.175
2023-04-01,17.8665,6.3091,1.41,21.5,0.0,16.1678,28.0217,26.4734,32.4959,30.7036,14.0511,-10.1552,-12.8371,0.15,0.1,0.35,0.175
2023-05-01,15.3416,5.5727,-2.6774,21.25,-0.25,13.8479,24.9486,23.091,30.459,30.5985,11.743,-9.607,-15.2569,0.15,0.1,0.35,0.175
2023-06-01,12.7685,4.7818,1.8174,21.0,-0.25,11.5965,22.0484,21.4285,26.8885,24.4673,8.3475,-9.2799,-11.6988,0.15,0.1,0.35,0.175
2023-07-01,11.3127,4.6,0.6424,18.0,-3.0,10.5519,19.9481,19.7744,25.0061,21.4905,7.0745,-8.6354,-10.1777,0.15,0.1,0.35,0.175
2023-08-01,8.5602,4.5545,-1.1696,17.75,-0.25,8.4656,18.0734,17.2196,22.9325,21.1042,6.3633,-9.5132,-12.544,0.15,0.1,0.35,0.175
2023-09-01,7.0687,3.6636,-3.1556,15.5,-2.25,7.3953,15.7474,14.4434,20.0237,21.7489,4.7552,-8.6787,-14.6802,0.15,0.1,0.35,0.175
2023-10-01,5.2929,2.5455,0.021,11.5,-4.0,6.7309,13.3882,12.9073,17.753,19.0178,3.5377,-8.0953,-13.7249,0.5,0.55,0.4,0.495
2023-11-01,5.0838,2.1727,3.5556,11.5,0.0,6.3774,11.6943,11.3148,16.0744,19.7981,2.2965,-6.6105,-14.7143,0.5,0.55,0.4,0.495
2023-12-01,5.0838,2.6364,5.4773,10.5,-1.0,6.6032,10.8158,9.6353,15.2762,19.4604,2.1584,-5.732,-14.3766,0.5,0.55,0.4,0.495
2024-01-01,4.6668,2.6636,-2.6976,10.5,0.0,6.4322,9.4545,7.9331,14.0389,17.081,2.379,-4.7877,-12.4142,0.5,0.55,0.4,0.495
2024-02-01,4.251,2.6091,0.5154,10.5,0.0,6.3316,8.4668,6.2742,12.7227,15.8573,1.9409,-4.2157,-11.6063,0.5,0.55,0.4,0.495
2024-03-01,3.2239,2.5909,2.5585,10.0,-0.5,6.0278,8.0437,5.8006,11.7845,15.0815,2.1759,-4.8197,-11.8576,0.5,0.55,0.4,0.495
2024-04-01,3.2239,2.5182,0.3068,9.0,-1.0,5.9465,7.69,6.6907,11.7992,15.2026,2.1521,-4.466,-11.9786,0.5,0.55,0.4,0.495
2024-05-01,3.3267,2.6818,3.0586,9.0,0.0,6.0767,7.5408,5.7285,10.9982,16.5267,1.1965,-4.2141,-13.2001,0.5,0.55,0.4,0.495
2024-06-01,4.7617,2.6364,-1.0609,8.75,-0.25,6.8374,7.7345,5.6858,10.8367,19.1418,2.2839,-2.9728,-14.3801,0.5,0.55,0.4,0.495
2024-07-01,5.3941,2.6636,2.4232,8.75,0.0,7.0632,8.1344,6.8762,11.3054,15.9461,1.8315,-2.7403,-10.552,0.5,0.55,0.4,0.495
2024-08-01,7.5319,2.2727,2.855,8.75,0.0,7.7081,8.2359,6.9454,11.4189,17.7516,1.8077,-0.704,-10.2197,0.5,0.55,0.4,0.495
2024-09-01,8.6019,1.9727,0.5446,9.35,0.6,7.7217,8.2552,6.9435,11.4899,15.9273,2.2601,0.3467,-7.3254,0.5,0.55,0.4,0.495
2024-10-01,9.6793,2.1545,-2.9125,9.6,0.25,8.4526,8.6056,6.875,11.4957,13.255,2.6982,1.0737,-3.5757,0.5,0.55,0.4,0.495
2024-11-01,11.2072,2.4,-1.7456,9.6,0.0,9.4652,8.984,6.9378,11.4475,12.3587,2.9395,2.2232,-1.1516,0.5,0.55,0.4,0.495
2024-12-01,11.9802,2.5273,0.1458,10.35,0.75,10.0469,9.3672,7.1186,11.7375,9.765,3.8332,2.613,2.2152,0.5,0.55,0.4,0.495
2025-01-01,12.8725,2.6545,-0.9536,11.35,1.0,10.629,9.8945,7.4016,11.7439,8.5927,3.5538,2.978,4.2798,0.5,0.55,0.4,0.495
2025-02-01,13.4351,2.5273,-0.0356,11.6,0.25,10.6314,10.3055,7.9123,12.256,8.5938,4.0094,3.1296,4.8414,0.5,0.55,0.4,0.495
2025-03-01,14.5639,2.3818,2.8401,12.85,1.25,11.0083,10.8289,8.8752,13.3403,8.5832,3.8301,3.735,5.9806,0.5,0.55,0.4,0.495
2025-04-01,15.1355,2.4,5.5143,13.1,0.25,10.9579,11.2283,9.0479,13.5314,8.8201,4.1857,3.9072,6.3155,0.5,0.55,0.4,0.495
2025-05-01,15.9367,2.1364,-1.0233,13.1,0.0,11.4433,11.4078,9.3495,13.4859,5.4925,4.0507,4.5289,10.4442,0.5,0.55,0.4,0.495
2025-06-01,14.3485,2.2818,4.1429,13.35,0.25,10.9439,11.4073,9.1224,13.3335,4.3364,4.292,2.9412,10.0121,0.5,0.55,0.4,0.495
2025-07-01,14.1198,2.3273,-1.3086,13.35,0.0,10.7166,11.317,8.7708,13.1304,7.1981,4.457,2.8028,6.9217,0.5,0.55,0.4,0.495
2025-08-01,13.2123,2.3636,-0.0291,13.35,0.0,10.2993,11.1951,8.0937,12.7588,5.728,5.087,2.0171,7.4843,0.5,0.55,0.4,0.495
2025-09-01,11.8738,2.4091,0.6352,13.35,0.0,9.8744,11.3266,8.1788,12.8744,6.5015,5.1077,0.5473,5.3723,0.5,0.55,0.4,0.495
2025-10-01,10.8848,2.2636,0.1493,13.35,0.0,9.1404,,,,,5.1458,,,0.5,0.55,0.4,0.495
2025-11-01,9.2525,2.4,0.7367,13.35,0.0,8.3508,,,,,4.7902,,,0.5,0.55,0.4,0.495
2025-12-01,7.9596,2.2818,1.9946,13.35,0.0,7.643,,,,,,,,0.5,0.55,0.4,0.495
